627,317,22,63
624,316,22,63
622,316,22,64
619,315,22,64
616,316,23,64
614,316,23,63
611,317,24,63
608,316,24,63
606,315,24,64
603,314,24,64
601,314,25,64
598,315,25,63
596,315,26,63
592,316,26,63
589,316,25,63
585,317,25,63
583,317,25,63
580,318,24,63
578,318,24,63
575,317,25,63
572,316,26,63
569,315,27,63
565,314,31,63
560,314,34,64
556,313,38,64
552,313,37,64
548,314,37,64
544,314,36,64
540,315,34,63
537,317,33,61
533,318,31,60
529,317,31,60
524,317,31,60
520,316,31,60
517,316,31,61
515,315,31,62
512,315,31,63
508,315,30,63
505,315,29,63
501,315,28,63
497,316,28,63
492,318,28,63
488,319,28,63
483,319,29,63
479,318,30,63
474,318,31,63
470,318,31,63
466,317,31,63
462,317,31,63
457,317,31,63
453,317,31,63
448,317,31,63
446,316,31,63
443,316,31,63
441,315,31,63
440,315,31,63
439,314,31,63
438,314,31,63
438,313,31,63
438,312,30,62
438,311,30,62
439,310,29,62
441,309,28,63
442,308,27,63
444,307,27,63
447,307,27,63
449,306,27,63
452,305,27,63
455,304,27,63
458,303,27,63
460,302,28,63
462,301,30,63
464,300,31,63
467,299,31,63
469,299,30,62
472,298,30,62
474,296,30,62
476,295,30,62
478,293,30,62
481,293,29,61
483,292,28,60
486,292,27,59
488,292,27,59
490,293,27,59
492,293,27,59
494,291,27,59
496,290,27,59
498,288,27,59
500,286,27,59
503,285,27,59
505,283,27,59
509,285,27,56
513,286,26,52
517,288,26,49
521,290,24,46
526,292,21,44
530,294,19,41
