172,274,72,31
183,276.5,66,33
189,279,66,30
203.5,279,65,28
217,277,68,30
232,275,66,30
245,274,66,30
260,270,66,32
277.5,267,71,32
295,263,70,32
307,261.5,68,29
318.5,262.5,63,29
323,264.5,64,27
324,268,68,28
317.5,274.5,69,29
306.5,285.5,71,29
295,295.5,68,31
280,304.5,72,33
270.5,317.5,65,31
262.5,327.5,65,31
256,333,66,36
247,338.5,66,33
239.5,346,65,32
233.5,350,69,32
238.5,349,67,32
253,332,68,30
271.5,310.5,71,31
289,288.5,68,31
303,268,66,30
310.5,247.5,65,31
308,235,70,30
300.5,236,69,30
290,236,70,32
282.5,243,65,30
269.5,243,69,34
260,245.5,70,33
253,245,68,36
245.5,242.5,71,33
240.5,243.5,67,33
226,247,70,30
213.5,246,73,34
210,245.5,70,35
198.5,244.5,71,33
192,245.5,70,31
183,246,72,34
175.5,247,69,32
165,248,70,34
158.5,242.5,69,35
154.5,240.5,71,33
154.5,229,69,32
155.5,221,69,34
157,208.5,68,35
155,205.5,72,33
162.5,202.5,67,31
168.5,199.5,69,35
173.5,203.5,73,33
177.5,203,71,34
182.5,207,71,30
189,205.5,70,31
195.5,206,71,34
206,208.5,70,29
212,213,72,32
213,215.5,74,31
212.5,223,71,30
207,226.5,72,31
202.5,233.5,71,33
197.5,236.5,71,29
196,245,70,30
190.5,250.5,71,33
187,257,70,28
180,262,72,32
174.5,269.5,73,31
171.5,275.5,69,33
170.5,279,71,34
178,280.5,74,35
193,280.5,74,33
210.5,282,75,38
231.5,281.5,75,35
253.5,283,73,36
269.5,280,75,36
278.5,276.5,75,37
287,276.5,80,35
297,276,74,32
300.5,273.5,75,37
305.5,272,75,36
304.5,270,77,38
303,269.5,78,37
299.5,272,81,38
297,277,78,38
291.5,281,81,38
288.5,287.5,79,35
286,291.5,80,39
286.5,295.5,79,41
293,298,78,42
295,301,80,44
304,302,76,44
309,302,76,50
313.5,303.5,75,45
321,303,72,42
324.5,301.5,73,47
331,299.5,74,47
334.5,296.5,73,49
342,290,72,50
347,283.5,74,47
356.5,275.5,71,51
364.5,268.5,69,49
370.5,265,67,50
372.5,260.5,67,49
375.5,257.5,63,51
371,259,66,50
369,262,64,52
365.5,264,63,54
362,270,62,54
360,275.5,60,53
357.5,279.5,63,55
360,282,60,54
365,281.5,58,57
369,284.5,56,59
370,288,58,56
372,288,56,54
373,292,56,58
368.5,300.5,55,59
362,317,52,58
349.5,335.5,51,59
332.5,356,53,58
323,376,50,60
306.5,394,51,60
288,410.5,48,59
273,420,48,54
271,410.5,48,57
274,383,48,60
273,344.5,48,59
268.5,307.5,47,63
263,269,44,62
260,230,44,58
250,194.5,46,61
239.5,176,45,60
227,164,46,60
217.5,155,43,58
209.5,143.5,45,61
206.5,142,43,64
208,148.5,42,61
210.5,162,43,62
215,181.5,42,59
221,202.5,42,61
230,222.5,42,63
241,244,44,62
255,261.5,44,59
273,277.5,44,61
301,302,44,64
321,313.5,44,63
340,325.5,44,59
357.5,332.5,43,63
371.5,343,41,60
383.5,349,41,64
387.5,355,47,62
390,360.5,46,65
396,367,42,62
397.5,375.5,45,59
400.5,380,43,60
403,387.5,44,59
403.5,392,45,58
407,397,44,58
410.5,399,41,60
410.5,407,45,56
414.5,407,49,58
419,408.5,50,59
421,410.5,48,59
421.5,412,49,60
423.5,417,49,58
424,416.5,52,57
424,421,52,56
423,421.5,54,57
426,424,52,54
425.5,426.5,53,53
427.5,429,53,50
428.5,431.5,55,47
431,433,56,48
433.5,433,59,46
433,435.5,60,47
432,436.5,60,45
424,445,60,38
414.5,456.5,57,29
404.5,468.5,59,23
408,475.5,46,23
421,478,0,0
421,469,0,0
424,478,0,0
425,478,0,0
394,479,0,0
394,479,0,0
395,476,0,0
396,476,0,0
366.5,470.5,41,23
364.5,469,61,34
365.5,459,59,40
367,451.5,80,49
369.5,449,79,48
372,439.5,84,41
377,431.5,82,45
387,408.5,82,47
388.5,399.5,85,41
393.5,393,83,38
399,385,80,40
397.5,377,85,40
402.5,371,85,40
404,367,82,38
405.5,360,81,40
404,355.5,88,41
405.5,359,87,38
408.5,356.5,89,37
413.5,356,85,38
413.5,355.5,87,31
416,357,84,38
413,360,82,36
408,369,84,38
403.5,376.5,87,39
406,385.5,84,37
403.5,394.5,83,37
402.5,399,85,38
405,401.5,82,35
407.5,407,83,34
409.5,410,85,36
414.5,412,87,36
422,419,86,32
430,424,82,34
434.5,433,87,34
436,438.5,86,33
435,447,90,32
437,457,86,32
441.5,462.5,75,27
437,470.5,82,23
455,477,72,20
495,475,0,0
495,475,0,0
495,475,0,0
495,475,0,0
495,475,0,0
495,475,0,0
495,475,0,0
495,475,0,0
495,475,0,0
495,475,0,0
495,475,0,0
496,474,0,0
496,474,0,0
496,474,0,0
496,474,0,0
496,474,0,0
496,474,0,0
496,474,0,0
353,448,86,36
340,413,86,38
324,371.5,86,35
305.5,334.5,85,35
285.5,297,83,42
273.5,283.5,87,37
255.5,251.5,83,37
229,229.5,88,33
206.5,217,81,38
173.5,213,87,36
143.5,209.5,83,33
110,203.5,86,37
81.5,201.5,87,37
73,205.5,90,37
82.5,215.5,83,37
97,226.5,86,37
113,238,84,38
135,249.5,84,37
151,261.5,86,35
168.5,274.5,87,33
189,283.5,86,39
206,291.5,86,37
221.5,302,89,38
240.5,308,85,36
255,313.5,82,37
256.5,319,85,36
256,320.5,86,39
253,326.5,88,37
238.5,335,85,38
212,346,88,36
179,358,88,40
143.5,370,89,34
114,376.5,88,41
105.5,385.5,87,37
120,398,84,38
150.5,412,83,34
155.5,411,85,36
165,407.5,86,37
170.5,396.5,87,35
173.5,379,89,32
168.5,362.5,89,33
160.5,350.5,89,35
159,342.5,84,35
147.5,348.5,89,33
145,355.5,84,39
134.5,369,87,32
120.5,377,85,34
101,390,88,28
101.5,399.5,85,31
115,402.5,82,29
131.5,400.5,85,35
149,396.5,86,37
164,391.5,88,33
181.5,388,87,34
194.5,386,85,36
210.5,382.5,89,37
224,378,90,36
238,372.5,82,35
260,348,86,32
270,332,90,36
288,310,84,40
295,299.5,84,37
291.5,294,85,40
281.5,291.5,87,39
271,296,86,38
258,298.5,82,39
238,304,86,34
228.5,302,83,38
221.5,304.5,85,37
216.5,304,89,36
219.5,301.5,85,35
228,298,88,34
241.5,287.5,89,39
253,284,88,38
265.5,281,87,34
279,272.5,86,37
287.5,267,91,36
303,260,86,38
314,256,88,38
325.5,253,87,36
336,248,84,36
343,244.5,88,37
347,235.5,86,41
337,230.5,88,39
324,228,88,40
312,221.5,86,37
292.5,212,91,38
280.5,203.5,91,37
273.5,193,91,38
280,184.5,88,31
291,171,86,34
302.5,157,87,34
310,148.5,86,35
319,144,86,36
329.5,142.5,89,37
346,145.5,86,35
357,150,88,34
370,152,86,34
382,157.5,86,33
391,160.5,88,35
402.5,168,89,34
411,171,90,36
422,177,88,34
427,178.5,92,35
430.5,185,91,36
434.5,188,91,36
439,193,90,32
446.5,194,87,36
447.5,195,89,36
445.5,195,89,36
440.5,196.5,91,37
432.5,198,93,36
427.5,199.5,89,37
421,201.5,90,35
415.5,202.5,87,37
406.5,206,89,40
397.5,207,91,36
391.5,211,89,34
390,209,88,42
393,209.5,88,37
401,209.5,90,37
412.5,209,91,36
424,207.5,88,35
429.5,207.5,87,37
428,207.5,88,37
424.5,209.5,89,35
426.5,210,87,36
431,212,88,36
438,213,90,36
446.5,218.5,93,39
452,223.5,90,35
449,227,94,40
446.5,230.5,91,37
440.5,232.5,89,37
434,237,86,40
424.5,238.5,91,39
417.5,243.5,89,37
409,248.5,90,37
400.5,250.5,93,37
394,253,90,38
391.5,256.5,89,35
391,258.5,88,35
389,259,92,40
392,262,90,42
393,260.5,90,41
393.5,264.5,89,37
395,263.5,84,39
393,265,90,42
