327,307,23,33
327,306,25,34
327,304,24,33
327,304,24,32
325,308,23,33
322,309,24,35
322,306,24,34
322,304,25,36
321,302,24,36
319,305,24,32
317,305,23,36
317,303,23,35
320,299,24,33
319,302,25,33
322,308,25,34
323,306,23,34
319,307,28,33
324,307,24,31
326,303,25,35
326,307,26,33
325,312,27,34
326,313,26,35
329,310,28,38
328,311,27,36
327,307,27,34
325,309,25,40
321,308,26,41
320,307,27,40
319,309,30,39
320,308,26,38
316,310,28,36
317,307,30,38
315,305,29,42
316,307,29,41
318,307,29,39
319,308,29,40
318,312,33,42
321,315,29,42
322,311,31,40
321,309,31,41
324,310,30,40
324,309,30,41
321,308,32,40
318,310,27,40
316,313,31,44
316,315,33,42
315,314,33,43
315,314,30,40
314,314,30,43
313,313,34,40
314,308,32,40
317,302,32,45
314,301,35,46
319,304,28,41
318,306,33,43
321,302,33,43
324,303,27,44
324,305,30,43
326,307,31,43
329,305,29,43
330,301,30,41
329,296,31,48
329,298,33,45
328,291,33,45
328,289,31,44
329,287,31,46
329,285,34,42
329,286,34,46
329,295,35,47
328,293,35,47
328,287,36,50
326,290,34,48
323,292,33,47
322,292,36,48
321,289,36,45
316,281,38,49
315,283,35,49
313,284,35,50
312,286,37,49
309,281,39,53
313,283,35,50
312,284,36,44
316,280,37,53
314,280,39,50
311,278,39,50
308,278,41,51
306,280,40,54
303,284,38,52
301,286,39,52
300,287,36,52
301,284,36,50
301,283,38,50
306,279,38,54
307,281,38,52
305,281,40,49
313,283,35,52
310,286,36,47
311,287,39,55
310,288,40,53
310,284,43,54
312,283,38,56
313,289,41,51
313,290,39,57
312,291,41,53
314,285,41,57
314,287,44,57
310,286,44,54
310,285,41,52
310,281,43,54
313,280,42,56
312,285,45,56
314,288,45,57
314,289,44,52
310,283,45,56
314,286,42,54
313,286,42,53
310,286,44,54
306,282,48,59
305,286,44,57
310,285,40,58
308,288,42,57
306,285,39,55
305,276,43,55
304,268,46,57
304,270,42,60
307,276,42,58
306,281,41,60
307,280,42,58
307,276,38,61
308,280,43,57
311,285,42,58
309,282,42,60
310,283,46,57
312,283,45,57
310,279,48,60
310,283,44,59
309,283,46,58
313,283,43,59
312,280,47,61
308,282,47,60
303,282,49,60
303,283,50,59
302,282,50,62
302,284,51,62
301,285,49,60
304,285,47,62
305,282,46,64
309,279,45,63
305,283,50,62
308,283,45,59
309,280,45,61
308,281,48,63
305,280,52,62
307,281,49,63
306,284,45,58
303,281,49,63
303,282,49,68
302,281,53,68
303,279,49,67
302,278,51,69
298,278,53,69
297,277,54,69
299,273,51,69
297,279,53,68
301,285,47,66
299,285,50,72
297,287,48,65
299,284,49,66
299,284,49,66
296,283,53,68
295,284,51,65
295,282,52,69
298,280,50,69
297,280,51,71
296,281,51,69
296,284,52,71
298,287,49,64
298,284,50,68
297,280,53,67
297,281,52,66
297,281,53,64
303,283,47,64
302,285,53,67
303,283,49,67
305,283,49,65
304,282,51,67
303,281,50,60
305,282,47,62
303,278,53,67
306,281,50,70
308,286,47,69
305,286,50,68
302,286,48,65
304,291,49,62
310,290,44,63
307,289,47,61
308,287,46,64
306,285,47,64
306,285,47,65
308,287,45,60
307,289,42,65
303,291,44,61
299,297,47,63
303,295,41,61
305,291,46,59
308,296,42,53
308,299,42,60
308,302,42,55
310,303,39,57
310,295,39,57
308,295,43,56
311,296,42,56
311,297,41,55
311,293,44,57
312,297,40,60
310,303,40,55
309,303,42,56
309,299,40,60
310,296,40,57
305,298,46,55
309,300,43,54
311,300,41,53
312,299,43,54
313,298,43,55
314,299,42,56
315,301,40,52
314,301,41,51
314,302,43,53
315,301,41,52
315,302,42,51
315,301,42,52
317,300,39,53
315,302,39,52
314,303,39,52
314,306,38,50
317,304,33,51
312,305,37,50
313,308,36,51
313,307,35,48
312,303,37,52
314,304,36,49
313,304,37,49
318,305,33,48
317,307,33,48
316,309,33,47
314,307,33,48
312,308,31,48
307,310,36,46
311,310,31,44
311,310,31,44
309,306,32,46
311,310,33,41
312,305,30,45
310,306,32,43
312,306,30,45
313,309,32,43
313,308,31,44
309,308,34,45
310,308,32,45
312,308,31,45
313,310,33,44
313,310,30,44
314,308,30,43
312,308,33,45
313,305,32,43
314,308,31,43
315,309,30,41
317,311,30,42
315,308,33,42
317,304,28,40
316,304,30,43
316,306,31,42
315,305,29,42
314,308,30,40
314,308,29,40
314,310,29,39
314,308,29,41
312,305,30,40
314,307,27,39
312,311,28,39
313,312,27,41
312,311,29,43
313,312,26,39
313,313,28,38
315,311,26,39
315,309,27,40
314,311,29,36
316,311,27,38
318,315,27,37
318,318,29,41
321,317,24,39
321,311,25,35
320,310,28,36
323,309,27,35
322,311,27,35
322,311,25,33
322,312,25,33
320,312,28,35
321,311,26,33
321,311,28,37
320,313,26,36
319,310,25,33
320,316,24,33
320,316,23,31
320,315,23,31
322,314,20,31
327,315,18,34
325,316,23,32
320,310,24,31
326,315,21,27
324,323,24,30
320,321,23,32
